연번,시도명,시군구명,법정동명,관리번호,시설물명,세부위치,위도,경도,데이터기준일자,이미지명,비고
175,경기도,성남시 분당구,서현동,성남-rtbs-102,CCTV,맥도날드 앞,37.374071,127.136138,2022.10.18,성남-rtbs-102-02.jpeg,
176,경기도,성남시 분당구,서현동,성남-rtbs-103,신호등,분당중앙교회체육관 앞,37.376361,127.139247,2022.10.18,성남-rtbs-103-01.jpeg,
177,경기도,성남시 분당구,서현동,성남-rtbs-103,가로등,분당중앙교회체육관 앞,37.376356,127.139255,2022.10.18,성남-rtbs-103-02.jpeg,
178,경기도,성남시 분당구,서현동,성남-rtbs-104,거울,삼환아파트507동 불정로 방향,37.373246,127.135024,2022.10.18,성남-rtbs-104-01.jpeg,
179,경기도,성남시 분당구,서현동,성남-rtbs-104,신호등,삼환아파트508동 불정로 방향,37.373248,127.135002,2022.10.18,성남-rtbs-104-02.jpeg,
180,경기도,성남시 중원구,은행동,성남-rtbs-105,신호등,푸른의원,37.45671,127.166554,2022.10.18,성남-rtbs-105-01.jpeg,
181,경기도,성남시 중원구,은행동,성남-rtbs-105,에어바이블,푸른의원,37.45673,127.166526,2022.10.18,성남-rtbs-105-02.jpeg,
182,경기도,성남시 분당구,서현동,성남-rtbs-106,기둥,효자촌대명 106동 앞,37.374467,127.141991,2022.10.18,성남-rtbs-106-01.jpeg,
183,경기도,성남시 분당구,서현동,성남-rtbs-106,가로등,효자촌대명 106동 앞,37.374447,127.142041,2022.10.18,성남-rtbs-106-02.jpeg,
184,경기도,성남시 분당구,분당동,성남-rtbs-107,신호등,분당남부교회 맞은편,37.372921,127.141798,2022.10.18,성남-rtbs-107-01.jpeg,
185,경기도,성남시 분당구,서현동,성남-rtbs-108,신호등,알프스부동산앞,37.370323,127.137997,2022.10.18,성남-rtbs-108-01.jpeg,
186,경기도,성남시 분당구,서현동,성남-rtbs-110,가로수,분당세무서 앞,37.385403,127.118453,2022.10.19,성남-rtbs-110-01.jpeg,
187,경기도,성남시 분당구,서현동,성남-rtbs-110,신호등,분당세무서 앞,37.385416,127.118442,2022.10.19,성남-rtbs-110-02.jpeg,
188,경기도,성남시 분당구,서현동,성남-rtbs-111,표지판,우성종합상가 맞은편,37.378454,127.133031,2022.10.18,성남-rtbs-111-01.jpeg,
189,경기도,성남시 분당구,서현동,성남-rtbs-111,가로수,우성종합상가 맞은편,37.378433,127.133021,2022.10.18,성남-rtbs-111-02.jpeg,
190,경기도,성남시 분당구,서현동,성남-rtbs-111,신호등,우성종합상가 맞은편,37.378415,127.132999,2022.10.18,성남-rtbs-111-03.jpeg,
191,경기도,성남시 수정구,태평동,성남-rtbs-112,가로수,태평중학교 앞,37.446136,127.129259,2022.10.18,성남-rtbs-112-01.jpeg,
192,경기도,성남시 중원구,은행동,성남-rtbs-113,신호등,현대중앙의원 앞,37.457557,127.164993,2022.10.18,성남-rtbs-113-01.jpeg,
193,경기도,성남시 중원구,은행동,성남-rtbs-113,가로등,현대중앙의원 앞,37.457552,127.165013,2022.10.18,성남-rtbs-113-02.jpeg,
194,경기도,성남시 중원구,성남동,성남-rtbs-114,가로등,고향마트 앞,37.434491,127.137934,2022.10.18,성남-rtbs-114-01.jpeg,
195,경기도,성남시 중원구,성남동,성남-rtbs-114,가로수,가로등 좌측,37.434487,127.137908,2022.10.18,성남-rtbs-114-02.jpeg,
196,경기도,성남시 분당구,야탑동,성남-rtbs-115,가로수,포천중문의대분당캠퍼스 앞,37.409876,127.143488,2022.11.9,성남-rtbs-115-01.jpeg,
197,경기도,성남시 분당구,서현동,성남-rtbs-117,신호등,서현동 먹자골목 입구,37.383954,127.130976,2022.10.18,성남-rtbs-117-01.jpeg,
198,경기도,성남시 분당구,서현동,성남-rtbs-117,이정표,서현동 먹자골목 입구,37.383931,127.130976,2022.10.18,성남-rtbs-117-02.jpeg,
199,경기도,성남시 분당구,서현동,성남-rtbs-118,표지판,공임나라 앞,37.376596,127.140187,2022.10.18,성남-rtbs-118-01.jpeg,
200,경기도,성남시 분당구,서현동,성남-rtbs-118,CCTV,공임나라 앞,37.376583,127.140176,2022.10.18,성남-rtbs-118-02.jpeg,
201,경기도,성남시 분당구,서현동,성남-rtbs-118,가로수,공임나라 앞,37.376598,127.140176,2022.10.18,성남-rtbs-118-03.jpeg,
202,경기도,성남시 분당구,서현동,성남-rtbs-119,간판,우성종합상가 앞,37.378353,127.132764,2022.10.18,성남-rtbs-119-01.jpeg,
203,경기도,성남시 분당구,서현동,성남-rtbs-119,간판,우성종합상가 앞,37.378328,127.132781,2022.10.18,성남-rtbs-119-02.jpeg,
204,경기도,성남시 중원구,여수동,성남-rtbs-120,가로등,마라서부 마라탕 앞,37.418681,127.125484,2022.10.19,성남-rtbs-120-01.jpeg,
205,경기도,성남시 중원구,여수동,성남-rtbs-120,신호등,마라서부 마라탕 앞,37.418681,127.125538,2022.10.19,성남-rtbs-120-02.jpeg,
206,경기도,성남시 분당구,서현동,성남-rtbs-123,신호등,솔밭 어린이공원 앞,37.384142,127.130485,2022.10.18,성남-rtbs-123-01.jpeg,
207,경기도,성남시 분당구,서현동,성남-rtbs-124,신호등,시범단지삼성한신아파트 133동 앞,37.381835,127.130492,2022.10.18,성남-rtbs-124-01.jpeg,
208,경기도,성남시 분당구,서현동,성남-rtbs-124,이정표,시범단지삼성한신아파트 133동 앞,37.381849,127.130487,2022.10.18,성남-rtbs-124-02.jpeg,
209,경기도,성남시 분당구,분당동,성남-rtbs-126,가로수,능골공원 북쪽 맞은편,37.371956,127.116716,2022.10.19,성남-rtbs-126-01.jpeg,
210,경기도,성남시 분당구,분당동,성남-rtbs-126,가로등,능골공원 북쪽 맞은편,37.371936,127.116682,2022.10.19,성남-rtbs-126-02.jpeg,
211,경기도,성남시 분당구,분당동,성남-rtbs-126,신호등,능골공원 북쪽 맞은편,37.371931,127.116673,2022.10.19,성남-rtbs-126-03.jpeg,
212,경기도,성남시 분당구,분당동,성남-rtbs-126,신호등,능골공원 북쪽 맞은편,37.371931,127.116648,2022.10.19,성남-rtbs-126-04.jpeg,
213,경기도,성남시 분당구,분당동,성남-rtbs-126,CCTV,능골공원 북쪽 맞은편,37.371936,127.116609,2022.10.19,성남-rtbs-126-05.jpeg,
214,경기도,성남시 분당구,수내동,성남-rtbs-127,가로수,현대오일뱅크 앞,37.367638,127.128074,2022.10.17,성남-rtbs-127-01.jpeg,
215,경기도,성남시 분당구,서현동,성남-rtbs-128,가로수,역말광장 앞,37.372285,127.125745,2022.10.19,성남-rtbs-128-01.jpeg,
216,경기도,성남시 분당구,서현동,성남-rtbs-128,가로등,역말광장 앞,37.372274,127.125711,2022.10.19,성남-rtbs-128-02.jpeg,
217,경기도,성남시 분당구,분당동,성남-rtbs-128,신호등,역말광장 앞,37.372265,127.125672,2022.10.19,성남-rtbs-128-03.jpeg,
218,경기도,성남시 분당구,서현동,성남-rtbs-129,신호등,수내중학교 앞,37.370268,127.127212,2022.10.19,성남-rtbs-129-01.jpeg,
219,경기도,성남시 중원구,은행동,성남-rtbs-132,신호등,쌀부잣집,37.454573,127.163975,2022.10.18,성남-rtbs-132-01.jpeg,
220,경기도,성남시 중원구,은행동,성남-rtbs-132,신호등,쌀부잣집,37.45456,127.164035,2022.10.18,성남-rtbs-132-02.jpeg,
221,경기도,성남시 분당구,수내동,성남-rtbs-133,가로등,펫토피아동물병원 앞,37.367011,127.127522,2022.10.17,성남-rtbs-133-01.jpeg,
222,경기도,성남시 분당구,수내동,성남-rtbs-133,신호등,펫토피아동물병원 앞,37.366999,127.127536,2022.10.17,성남-rtbs-133-02.jpeg,
223,경기도,성남시 분당구,야탑동,성남-rtbs-134,CCTV,목련마을 SK아파트 601동 좌측,37.405634,127.155167,2022.10.14,성남-rtbs-134-01.jpeg,
224,경기도,성남시 분당구,정자동,성남-rtbs-136,가로등,꿈과사랑의교회 맞은편,37.365223,127.124193,2022.10.17,성남-rtbs-136-01.jpeg,
225,경기도,성남시 분당구,수내동,성남-rtbs-137,가로등,경동빌딩,37.380591,127.117012,2022.10.18,성남-rtbs-137-01.jpeg,
226,경기도,성남시 분당구,수내동,성남-rtbs-137,가로수,경동빌딩,37.380577,127.116955,2022.10.18,성남-rtbs-137-02.jpeg,
227,경기도,성남시 중원구,은행동,성남-rtbs-138,신호등,홈스인테리어 맞으편,37.456043,127.167731,2022.10.18,성남-rtbs-138-01.jpeg,
228,경기도,성남시 분당구,수내동,성남-rtbs-139,가로수,코엔코이비인후과,37.377454,127.113608,2022.10.18,성남-rtbs-139-01.jpeg,
229,경기도,성남시 중원구,여수동,성남-rtbs-140,가로등,햇살유치원 건너편,37.418826,127.134941,2022.10.19,성남-rtbs-140-01.jpeg,
230,경기도,성남시 분당구,분당동,성남-rtbs-141,표지판,금산프라자 맞은편,37.370341,127.122113,2022.10.19,성남-rtbs-141-01.jpeg,
231,경기도,성남시 분당구,분당동,성남-rtbs-141,가로등,금산프라자 맞은편,37.370327,127.122124,2022.10.19,성남-rtbs-141-02.jpeg,
232,경기도,성남시 분당구,수내동,성남-rtbs-142,가로수,와인하우스 앞,37.379042,127.115824,2022.10.18,성남-rtbs-142-01.jpeg,
233,경기도,성남시 분당구,수내동,성남-rtbs-143,표지판,CU편의점 앞,37.378029,127.112655,2022.10.18,성남-rtbs-143-01.jpeg,
234,경기도,성남시 중원구,여수동,성남-rtbs-144,신호등,연꽃마을 401동 앞,37.418557,127.134049,2022.10.19,성남-rtbs-144-01.jpeg,
235,경기도,성남시 중원구,여수동,성남-rtbs-144,CCTV,연꽃마을 401동 앞,37.418638,127.134058,2022.10.19,성남-rtbs-144-02.jpeg,
236,경기도,성남시 분당구,야탑동,성남-rtbs-146,그늘막,성남금융고등학교 앞,37.413231,127.138544,2022.10.14,성남-rtbs-146-01.jpeg,
237,경기도,성남시 분당구,야탑동,성남-rtbs-146,신호등,성남금융고등학교 앞,37.413227,127.13855,2022.10.14,성남-rtbs-146-02.jpeg,
238,경기도,성남시 분당구,야탑동,성남-rtbs-146,배전함,성남금융고등학교 앞,37.413297,127.138587,2022.10.14,성남-rtbs-146-03.jpeg,
239,경기도,성남시 분당구,야탑동,성남-rtbs-146,가로등,성남금융고등학교 앞,37.413281,127.138578,2022.10.14,성남-rtbs-146-04.jpeg,
240,경기도,성남시 분당구,백현동,성남-rtbs-147,가로등,우리들교회 앞,37.381961,127.101879,2022.10.20,성남-rtbs-147-01.jpeg,
241,경기도,성남시 분당구,야탑동,성남-rtbs-148,배전반,야탑3동행정복지센터 남쪽 맞은편,37.410592,127.137983,2022.10.14,성남-rtbs-148-01.jpeg,
242,경기도,성남시 중원구,성남동,성남-rtbs-149,그늘막,달콤커피 모란역점 앞,37.433881,127.129238,2022.10.21,성남-rtbs-149-01.jpeg,
243,경기도,성남시 분당구,야탑동,성남-rtbs-151,교통표지판,아이파크 아파트 103동 앞,37.409845,127.131339,2022.10.14,성남-rtbs-151-01.jpeg,
244,경기도,성남시 분당구,야탑동,성남-rtbs-151,이정표,아이파크 아파트 103동 앞,37.409871,127.131319,2022.10.14,성남-rtbs-151-02.jpeg,
245,경기도,성남시 분당구,여수동,성남-rtbs-155,CCTV,투썸플레이스 성남시청점 정문 앞,37.416947,127.127356,2022.10.17,성남-rtbs-155-01.jpeg,
246,경기도,성남시 분당구,여수동,성남-rtbs-155,신호등,투썸플레이스 성남시청점 정문 앞,37.416947,127.127321,2022.10.17,성남-rtbs-155-02.jpeg,
247,경기도,성남시 중원구,중앙동,성남-rtbs-157,신호등,성남고등학교 앞,37.434412,127.148083,2022.10.25,성남-rtbs-157-01.jpeg,
248,경기도,성남시 중원구,중앙동,성남-rtbs-157,가로수,성남고등학교 앞,37.434473,127.147987,2022.10.25,성남-rtbs-157-02.jpeg,
249,경기도,성남시 분당구,야탑동,성남-rtbs-160,신호등,KP합동행정사 남쪽 맞은편,37.413635,127.131789,2022.10.14,성남-rtbs-160-01.jpeg,
250,경기도,성남시 분당구,야탑동,성남-rtbs-160,가로수,KP합동행정사 남쪽 맞은편,37.413635,127.131755,2022.10.14,성남-rtbs-160-02.jpeg,
251,경기도,성남시 분당구,야탑동,성남-rtbs-161,가로수,매화마을주공2단지 상가동,37.413511,127.136349,2022.10.14,성남-rtbs-161-01.jpeg,
252,경기도,성남시 분당구,야탑동,성남-rtbs-161,신호등,매화마을주공2단지 상가동,37.413482,127.136291,2022.10.14,성남-rtbs-161-02.jpeg,
253,경기도,성남시 중원구,성남동,성남-rtbs-162,표지판,GS25 성남성일점 앞,37.435672,127.147131,2022.10.25,성남-rtbs-162-01.jpeg,
254,경기도,성남시 중원구,성남동,성남-rtbs-162,가로수,GS25 성남성일점 앞,37.435656,127.147151,2022.10.25,성남-rtbs-162-02.jpeg,
255,경기도,성남시 중원구,성남동,성남-rtbs-162,가로등,GS25 성남성일점 앞,37.435636,127.147159,2022.10.25,성남-rtbs-162-03.jpeg,
256,경기도,성남시 중원구,성남동,성남-rtbs-162,CCTV,GS25 성남성일점 앞,37.435622,127.147171,2022.10.25,성남-rtbs-162-04.jpeg,
257,경기도,성남시 분당구,야탑동,성남-rtbs-165,가로등,목련마을 주공1단지아파트 102동 앞,37.407078,127.142003,2022.10.14,성남-rtbs-165-01.jpeg,
258,경기도,성남시 분당구,야탑동,성남-rtbs-166,신호등,상탑교,37.413856,127.143668,2022.10.14,성남-rtbs-166-01.jpeg,
259,경기도,성남시 분당구,야탑동,성남-rtbs-166,배전함,상탑교,37.413917,127.143596,2022.10.14,성남-rtbs-166-02.jpeg,
260,경기도,성남시 분당구,야탑동,성남-rtbs-166,배전함,상탑교,37.413915,127.143608,2022.10.14,성남-rtbs-166-03.jpeg,
261,경기도,성남시 분당구,야탑동,성남-rtbs-169,가로등,트리움바움하우스 오피스텔 앞,37.408325,127.142895,2022.10.14,성남-rtbs-169-01.jpeg,
262,경기도,성남시 분당구,야탑동,성남-rtbs-169,CCTV,트리움바움하우스 오피스텔 앞,37.408304,127.142831,2022.10.14,성남-rtbs-169-02.jpeg,
263,경기도,성남시 분당구,야탑동,성남-rtbs-170,신호등,야탑지구대앞,37.409755,127.127169,2022.10.14,성남-rtbs-170-01.jpeg,
264,경기도,성남시 분당구,야탑동,성남-rtbs-171,신호등,야탑역사거리,37.410028,127.129016,2022.10.14,성남-rtbs-171-01.jpeg,
265,경기도,성남시 분당구,야탑동,성남-rtbs-172,가로수,CU앞,37.409755,127.126957,2022.10.14,성남-rtbs-172-01.jpeg,
266,경기도,성남시 분당구,야탑동,성남-rtbs-172,신호등,CU앞,37.409755,127.126971,2022.10.14,성남-rtbs-172-02.jpeg,
267,경기도,성남시 분당구,정자동,성남-rtbs-177,가로등,현대자동차 맞은편,37.368322,127.108312,2022.10.17,성남-rtbs-177-01.jpeg,
268,경기도,성남시 분당구,금곡동,성남-rtbs-178,표지판,대원아파트 상가동 옆,37.351677,127.113696,2022.10.18,성남-rtbs-178-01.jpeg,
269,경기도,성남시 분당구,서현동,성남-rtbs-179,배전반,성남교육지원청 건너편,37.386736,127.120745,2022.10.19,성남-rtbs-179-01.jpeg,
270,경기도,성남시 분당구,서현동,성남-rtbs-179,신호등,성남교육지원청 건너편,37.386736,127.120694,2022.10.19,성남-rtbs-179-02.jpeg,
271,경기도,성남시 분당구,야탑동,성남-rtbs-181,분전반,코리아디자인센터 남쪽,37.412481,127.123508,2022.10.14,성남-rtbs-181-01.jpeg,
272,경기도,성남시 분당구,야탑동,성남-rtbs-181,가로수,코리아디자인센터 남쪽,37.412481,127.123486,2022.10.14,성남-rtbs-181-02.jpeg,
273,경기도,성남시 분당구,야탑동,성남-rtbs-183,가로수,기아야탑대리점 앞,37.413277,127.133636,2022.10.14,성남-rtbs-183-01.jpeg,
274,경기도,성남시 분당구,야탑동,성남-rtbs-183,신호등,기아야탑대리점 앞,37.413241,127.133688,2022.10.14,성남-rtbs-183-02.jpeg,
275,경기도,성남시 분당구,야탑동,성남-rtbs-183,교통표지판,기아야탑대리점 앞,37.413232,127.133714,2022.10.14,성남-rtbs-183-03.jpeg,
276,경기도,성남시 분당구,야탑동,성남-rtbs-184,신호등,,37.405246,127.128921,2022.10.17,성남-rtbs-184-01.jpeg,
277,경기도,성남시 분당구,야탑동,성남-rtbs-184,전봇대,,37.405273,127.128957,2022.10.17,성남-rtbs-184-02.jpeg,
278,경기도,성남시 분당구,야탑동,성남-rtbs-184,그늘막,,37.405261,127.128954,2022.10.17,성남-rtbs-184-03.jpeg,
279,경기도,성남시 분당구,야탑동,성남-rtbs-185,표지판,분당테크노파크 E동 입구 좌측,37.404764,127.152319,2022.10.14,성남-rtbs-185-01.jpeg,
280,경기도,성남시 분당구,야탑동,성남-rtbs-185,가로수,분당테크노파크 E동 입구 표지판 우측,37.404753,127.152319,2022.10.14,성남-rtbs-185-02.jpeg,
281,경기도,성남시 분당구,야탑동,성남-rtbs-187,가로등,SC제일은행 간판 앞,37.413636,127.129003,2022.10.14,성남-rtbs-187-01.jpeg,
282,경기도,성남시 분당구,야탑동,성남-rtbs-189,가로수,GS칼텍스 성남대일주유소 앞,37.411461,127.124125,2022.10.14,성남-rtbs-189-01.jpeg,
283,경기도,성남시 분당구,야탑동,성남-rtbs-190,상수도 구역 유량계 지시반,하탑중학교 동쪽 맞은편,37.409351,127.138147,2022.10.14,성남-rtbs-190-01.jpeg,
284,경기도,성남시 분당구,야탑동,성남-rtbs-192,교통표지판,보배반점 야탑직영점 맞은편,37.412361,127.130606,2022.10.14,성남-rtbs-192-01.jpeg,
285,경기도,성남시 분당구,야탑동,성남-rtbs-193,가로수,소우덴앞,37.410021,127.127201,2022.10.14,성남-rtbs-193-01.jpeg,
286,경기도,성남시 분당구,야탑동,성남-rtbs-193,신호등,소우덴앞,37.410014,127.127215,2022.10.14,성남-rtbs-193-02.jpeg,
287,경기도,성남시 분당구,야탑동,성남-rtbs-194,신호등,분당테크노파크 C동 주차장 출구 표지판 좌측,37.405304,127.155328,2022.10.14,성남-rtbs-194-01.jpeg,
288,경기도,성남시 분당구,야탑동,성남-rtbs-194,표지판,분당테크노파크 C동 주차장 출구 우측,37.405291,127.155325,2022.10.14,성남-rtbs-194-02.jpeg,
289,경기도,성남시 분당구,운중동,성남-rtbs-195,신호등,운중초 앞 사거리,37.391626,127.068146,2022.10.17,성남-rtbs-195-01.jpeg,
290,경기도,성남시 분당구,운중동,성남-rtbs-196,신호등,산운마을3단지 앞,37.392949,127.069285,2022.10.17,성남-rtbs-196-01.jpeg,
291,경기도,성남시 분당구,운중동,성남-rtbs-197,표지판,산운마을10단지 정문,37.390718,127.075654,2022.10.17,성남-rtbs-197-01.jpeg,
292,경기도,성남시 분당구,운중동,성남-rtbs-197,신호등,산운마을10단지 정문,37.390702,127.075651,2022.10.17,성남-rtbs-197-02.jpeg,
293,경기도,성남시 분당구,운중동,성남-rtbs-198,신호등,운중초 정문 앞,37.392013,127.067968,2022.10.17,성남-rtbs-198-01.jpeg,
294,경기도,성남시 분당구,운중동,성남-rtbs-199,도로반사경,운중교 앞 삼거리,37.390204,127.067952,2022.10.17,성남-rtbs-199-01.jpeg,
295,경기도,성남시 분당구,운중동,성남-rtbs-199,가로등,운중교 앞 삼거리,37.390211,127.067958,2022.10.17,성남-rtbs-199-02.jpeg,
296,경기도,성남시 분당구,운중동,성남-rtbs-199,표지판,운중교 앞 삼거리,37.390225,127.067955,2022.10.17,성남-rtbs-199-03.jpeg,
297,경기도,성남시 분당구,운중동,성남-rtbs-199,신호등,운중교 앞 삼거리,37.390245,127.067961,2022.10.17,성남-rtbs-199-04.jpeg,
298,경기도,성남시 분당구,운중동,성남-rtbs-200,신호등,운중동행정복지센터사거리,37.391444,127.078207,2022.10.17,성남-rtbs-200-01.jpeg,
299,경기도,성남시 분당구,운중동,성남-rtbs-200,가로등,운중동행정복지센터사거리,37.391426,127.078221,2022.10.17,성남-rtbs-200-02.jpeg,
300,경기도,성남시 분당구,운중동,성남-rtbs-201,신호등,산운마을2단지 앞,37.392783,127.065225,2022.10.17,성남-rtbs-201-01.jpeg,
301,경기도,성남시 분당구,운중동,성남-rtbs-202,신호등,산운마을4단지 정문,37.390839,127.068046,2022.10.17,성남-rtbs-202-01.jpeg,
302,경기도,성남시 분당구,운중동,성남-rtbs-203,신호등,산운마을11단지 앞 사거리,37.389229,127.075647,2022.10.17,성남-rtbs-203-01.jpeg,
303,경기도,성남시 분당구,야탑동,성남-rtbs-204,가로등,ABC마트 앞,37.413997,127.128515,2022.10.14,성남-rtbs-204-01.jpeg,
304,경기도,성남시 중원구,성남동,성남-rtbs-207,신호등,달인참치 앞,37.435329,127.139828,2022.10.18,성남-rtbs-207-01.jpeg,
305,경기도,성남시 중원구,성남동,성남-rtbs-207,배전반,신호등 좌측,37.435318,127.139802,2022.10.18,성남-rtbs-207-02.jpeg,
306,경기도,성남시 분당구,율동,성남-rtbs-208,신호등,GS25 분당율동공원점 서쪽 맞은편,37.383651,127.150481,2022.10.18,성남-rtbs-208-01.jpeg,
307,경기도,성남시 분당구,율동,성남-rtbs-208,제어기,GS25 분당율동공원점 서쪽 맞은편,37.383645,127.150467,2022.10.18,성남-rtbs-208-02.jpeg,
308,경기도,성남시 분당구,율동,성남-rtbs-208,CCTV,GS25 분당율동공원점 서쪽 맞은편,37.383636,127.150451,2022.10.18,성남-rtbs-208-03.jpeg,
309,경기도,성남시 분당구,서현동,성남-rtbs-209,신호등,서현도서관 맞은편,37.383951,127.132342,2022.10.18,성남-rtbs-209-01.jpeg,
310,경기도,성남시 분당구,율동,성남-rtbs-210,신호등,국군수도병원 간판 앞,37.383918,127.150552,2022.10.18,성남-rtbs-210-01.jpeg,
311,경기도,성남시 분당구,이매동,성남-rtbs-212,신호등,성남매송초등학교 앞,37.401241,127.123451,2022.10.20,성남-rtbs-212-01.jpeg,
312,경기도,성남시 분당구,이매동,성남-rtbs-213,신호등,아름마을 1단지 108동 앞,37.403605,127.123465,2022.10.20,성남-rtbs-213-01.jpeg,
313,경기도,성남시 분당구,이매동,성남-rtbs-213,가로등,아름마을 1단지 108동 앞,37.403589,127.123468,2022.10.20,성남-rtbs-213-02.jpeg,
314,경기도,성남시 분당구,이매동,성남-rtbs-214,가로수,매송중학교 앞,37.396883,127.123435,2022.10.19,성남-rtbs-214-01.jpeg,
315,경기도,성남시 분당구,이매동,성남-rtbs-214,신호등,매송중학교 앞,37.396892,127.123435,2022.10.19,성남-rtbs-214-02.jpeg,
316,경기도,성남시 분당구,이매동,성남-rtbs-215,가로수,매송 어린이공원 앞,37.397809,127.123445,2022.10.19,성남-rtbs-215-01.jpeg,
317,경기도,성남시 분당구,이매동,성남-rtbs-215,신호등,매송 어린이공원 앞,37.397827,127.123447,2022.10.19,성남-rtbs-215-02.jpeg,
318,경기도,성남시 분당구,이매동,성남-rtbs-215,가로수,매송 어린이공원 앞,37.397854,127.123428,2022.10.19,성남-rtbs-215-03.jpeg,
319,경기도,성남시 분당구,이매동,성남-rtbs-217,CCTV,이매중학교 앞,37.401023,127.125556,2022.10.20,성남-rtbs-217-01.jpeg,
320,경기도,성남시 분당구,이매동,성남-rtbs-217,신호등,이매중학교 앞,37.401021,127.125539,2022.10.20,성남-rtbs-217-02.jpeg,
321,경기도,성남시 분당구,이매동,성남-rtbs-219,신호등,이매촌7단지성지아파트 놀이터 북쪽,37.394579,127.125568,2022.10.19,성남-rtbs-219-01.jpeg,
322,경기도,성남시 분당구,야탑동,성남-rtbs-220,전봇대,교차로 진입전 횡단보도 시작부근,37.405273,127.128336,2022.10.17,성남-rtbs-220-01.jpeg,
323,경기도,성남시 분당구,이매동,성남-rtbs-221,도로반사경,분당119구조대 동쪽 맞은편,37.399332,127.127583,2022.10.19,성남-rtbs-221-01.jpeg,
324,경기도,성남시 분당구,이매동,성남-rtbs-222,가로수,죽이야기 분당이매점 남쪽 맞은편,37.399082,127.123365,2022.10.19,성남-rtbs-222-01.jpeg,
325,경기도,성남시 분당구,이매동,성남-rtbs-223,신호등,대인외과내과의원 서쪽 맞은편,37.399355,127.125215,2022.10.19,성남-rtbs-223-01.jpeg,
326,경기도,성남시 분당구,이매동,성남-rtbs-223,신호등,대인외과내과의원 서쪽 맞은편,37.399379,127.125241,2022.10.19,성남-rtbs-223-02.jpeg,
327,경기도,성남시 분당구,이매동,성남-rtbs-223,가로수,대인외과내과의원 서쪽 맞은편,37.399397,127.125254,2022.10.19,성남-rtbs-223-03.jpeg,
328,경기도,성남시 분당구,이매동,성남-rtbs-224,신호등,이매역 6번 출구 앞,37.394851,127.126678,2022.10.19,성남-rtbs-224-01.jpeg,
329,경기도,성남시 중원구,성남동,성남-rtbs-227,전신주,예원유치원 간판 아래,37.435229,127.143113,2022.10.18,성남-rtbs-227-01.jpeg,
330,경기도,성남시 분당구,이매동,성남-rtbs-228,가로등,이매역 4번 출구 앞,37.394563,127.128027,2022.10.19,성남-rtbs-228-01.jpeg,
331,경기도,성남시 분당구,이매동,성남-rtbs-229,가로수,KT 분당지사 남쪽 맞은편,37.398835,127.128466,2022.10.19,성남-rtbs-229-01.jpeg,
332,경기도,성남시 분당구,이매동,성남-rtbs-229,가로수,KT 분당지사 남쪽 맞은편,37.398911,127.128464,2022.10.19,성남-rtbs-229-02.jpeg,
333,경기도,성남시 분당구,이매동,성남-rtbs-229,가로수,KT 분당지사 남쪽 맞은편,37.398946,127.128464,2022.10.19,성남-rtbs-229-03.jpeg,
334,경기도,성남시 분당구,이매동,성남-rtbs-229,신호등,KT 분당지사 남쪽 맞은편,37.398971,127.128464,2022.10.19,성남-rtbs-229-04.jpeg,
335,경기도,성남시 중원구,성남동,성남-rtbs-230,신호등,KT플라자 앞,37.436541,127.142028,2022.10.18,성남-rtbs-230-01.jpeg,
336,경기도,성남시 중원구,성남동,성남-rtbs-230,전신주,신호등 좌측,37.436548,127.142022,2022.10.18,성남-rtbs-230-02.jpeg,
337,경기도,성남시 분당구,정자동,성남-rtbs-231,가로등,공릉동원조멸치국수 맞은편,37.361628,127.114596,2022.10.19,성남-rtbs-231-01.jpeg,
338,경기도,성남시 분당구,정자동,성남-rtbs-232,교통신호제어기,늘푸른중학교,37.356789,127.105854,2022.10.18,성남-rtbs-232-01.jpeg,
339,경기도,성남시 분당구,정자동,성남-rtbs-233,미세먼지 알리미,불정로 91,37.360111,127.115085,2022.10.19,성남-rtbs-233-01.jpeg,
340,경기도,성남시 분당구,정자동,성남-rtbs-233,CCTV,피자헛 맞은편,37.360121,127.115065,2022.10.19,성남-rtbs-233-02.jpeg,
341,경기도,성남시 분당구,정자동,성남-rtbs-234,가로수,네이버라이브러리 앞,37.359717,127.105664,2022.10.20,성남-rtbs-234-01.jpeg,
342,경기도,성남시 분당구,정자동,성남-rtbs-234,교통표지판,네이버라이브러리 앞,37.359721,127.105701,2022.10.20,성남-rtbs-234-02.jpeg,
343,경기도,성남시 분당구,정자동,성남-rtbs-234,가로등,네이버라이브러리 앞,37.359722,127.105726,2022.10.20,성남-rtbs-234-03.jpeg,
344,경기도,성남시 분당구,정자동,성남-rtbs-234,신호등,네이버라이브러리 앞,37.359722,127.105761,2022.10.20,성남-rtbs-234-04.jpeg,
345,경기도,성남시 분당구,정자동,성남-rtbs-234,그늘막,네이버라이브러리 앞,37.359717,127.105772,2022.10.20,성남-rtbs-234-05.jpeg,
346,경기도,성남시 분당구,정자동,성남-rtbs-234,신호제어기,네이버라이브러리 앞,37.359697,127.105828,2022.10.20,성남-rtbs-234-06.jpeg,
347,경기도,성남시 분당구,정자동,성남-rtbs-234,신호등,네이버라이브러리 앞,37.359692,127.105848,2022.10.20,성남-rtbs-234-07.jpeg,
348,경기도,성남시 분당구,정자동,성남-rtbs-235,신호등,GS금곡주유소 맞은편,37.359586,127.104499,2022.10.20,성남-rtbs-235-01.jpeg,
